From	Entry	GeneID	Organism	Entry Name	Interacts with
CREB3L1	Q96BA8	90993;	Homo sapiens (Human)	CR3L1_HUMAN	Q08AM2; Q9UHX3; Q15848; Q9NRZ7; Q9NRZ5; Q9NUQ2; Q9BVK2; Q86W74-2; Q16853; P05090; Q96PS8; P41181; Q9H2C2; P07306; O15155; O95393; Q12983; Q6PL45-2; Q96F05; Q8WVX3-2; P01031; Q8NHW4; P19397; P21854; A0A0S2Z5R8; Q9BXR6; P13569; Q9H5X1; Q9NWW5; Q96MX0; Q96FZ5; Q6PI25; Q4VAQ0; P21964; Q5RI15; Q68CJ9; Q8N6G5; Q4LDR2; O14569; P78329; Q9UPQ8; Q15125; P54852; O75355-2; Q9UKR5; Q7Z2K6; Q7L5A8; Q92520; Q96IV6; Q9UGM5; Q14802-3; Q9H0Q3; P01350; Q8WWP7; Q96F15; Q9Y3E0; O14653; Q8TDV0; O00155; O60883; Q6Y1H2; Q01638-2; Q9Y5U4; P11215; Q8N5M9; O00180; O95214; Q8TAF8; Q9UBY5; Q16873; P21145; Q969L2; Q13021; Q9Y2E5; Q9P0N8; Q6N075; O43451; Q99735; O14880; Q8IY49-2; P11836; Q5J8X5; Q9H115; Q9UHE5; Q99519; Q92982; Q9NZG7; Q8IXM6; P42857; Q6UX06; Q8NH19; Q9P0S3; Q53FV1; Q6TCH4; I3L0A0; Q9Y5Y5; E9PRZ2; Q9UHJ9; Q9UHJ9-5; Q6IB11; P26678; P60201; P60201-2; Q04941; Q5VZY2; Q8IY26; Q96GM1; Q01453; Q59EV6; O43741; P43378; Q96AA3; Q8TEB9; Q02161-2; Q5GAN6; Q06455-4; Q96GQ5; Q9NTJ5; Q14162; O00767; O95968; Q96IW7; O75396; P60059; Q9NTN9-2; Q8TD22; Q13183; Q8WWT9; Q7RTY0; P11169; Q8IWU4; Q96G79; P78383; Q8TB61; Q969S0; Q9NQQ7-3; Q9NP94; Q9NUM3; Q9NWF4; P30825; Q9NRQ5; B2RUZ4; Q08629; Q14534; Q13277; O15400; Q9UNK0; O43759-2; P57105; Q9NZ01; Q9Y6I9; P02786; O14925; Q9NPL8; Q96CP7; P55061; P17152; A0PK00; Q9BVK8; Q9Y6G1; Q9NUH8; Q9P0S9; Q96HH6; Q969S6; Q9BTX3; A2RU14; Q9H0R3; Q8NBD8; Q8WY98; Q8WW34-2; P56557; Q8N2M4; P01375; O14798; Q9H2S6-2; Q8N609; O60636; P30536; Q5TGU0; Q9Y5Z9; Q9H1C4; P23763-3; P63027; Q9BQB6; Q14508; Q96EC8; Q96MV8; Q8N966; O95159
SLC52A2	Q9HAB3	79581;	Homo sapiens (Human)	S52A2_HUMAN	Q9UJX2; Q5JX71
SHOC2	Q9UQ13	8036;	Homo sapiens (Human)	SHOC2_HUMAN	
CAV1	Q03135	857;	Homo sapiens (Human)	CAV1_HUMAN	P05067; P55957; P51636; Q6NZI2; O95810; Q969G5; P48730-2; P00533; P25116; P25445; P25445-1; P41134; Q12809; O75581; Q9GZQ8; Q07820; O15118; P19174; P18031; O00194; P63000; P20936; P22307; Q15208; P48995; Q16881; P52735; P52735-1; O70239; Q03160; P0DOE7; PRO_0000449624 [P0DTD1]
LCP1	P13796	3936;	Homo sapiens (Human)	PLSL_HUMAN	
KCTD2	Q14681	23510;	Homo sapiens (Human)	KCTD2_HUMAN	
VASP	P50552	7408;	Homo sapiens (Human)	VASP_HUMAN	Q8IZP0-5; Q9NYB9; Q9P2A4; Q9UQB8-4; O95684; Q96CS3; P22736; Q92636; Q9UIG4; Q15418; Q13296; Q9C026; Q702N8; Q15942; P12003; Q9RI12
ASPHD2	Q6ICH7	57168;	Homo sapiens (Human)	ASPH2_HUMAN	
CNKSR1	Q969H4	10256;	Homo sapiens (Human)	CNKR1_HUMAN	Q15438; Q99418; O43739; O43739-2; Q8WWE8; Q9UIA0; Q13526; Q9Y4C2-2; Q8N5A5-2
NSUN3	Q9H649	63899;	Homo sapiens (Human)	NSUN3_HUMAN	
RPS29	P62273	6235;	Homo sapiens (Human)	RS29_HUMAN	
DGCR8	Q8WYQ5	54487;	Homo sapiens (Human)	DGCR8_HUMAN	Q8WYQ5; Q9NRR4; P50222; Q96SB4
NDUFA7	O95182	4701;	Homo sapiens (Human)	NDUA7_HUMAN	P25800; Q5QGT7; P49638
HMGN4	O00479	10473;	Homo sapiens (Human)	HMGN4_HUMAN	Q9NYB0
PRMT2	P55345	3275;	Homo sapiens (Human)	ANM2_HUMAN	Q13191; P03372; P42858; P06400; Q9NTZ6; Q15637
S100A10	P60903	6281;	Homo sapiens (Human)	S10AA_HUMAN	Q09666; P07355; P46092; Q14527; Q8NB16-2; P60321; P33764; Q8WXG8; Q8TD43; O75604; Q8N5A5-2
NKTR	P30414	4820;	Homo sapiens (Human)	NKTR_HUMAN	
RBBP6	Q7Z6E9	5930;	Homo sapiens (Human)	RBBP6_HUMAN	Q16629; P49821; O76024
CSRP3	P50461	8048;	Homo sapiens (Human)	CSRP3_HUMAN	P35609; Q9Y281; P50461; P42858; Q86VF7; O15273
ARHGAP17	Q68EM7	55114;	Homo sapiens (Human)	RHG17_HUMAN	Q4VCS5; Q4VCS5-2; Q15642; Q15642-2
KIF5A	Q12840	3798;	Homo sapiens (Human)	KIF5A_HUMAN	Q96NW4; Q8R2H7
MME	P08473	4311;	Homo sapiens (Human)	NEP_HUMAN	P05067; P21926; Q06787-7; P08107; P04792
TSPAN17	Q96FV3	26262;	Homo sapiens (Human)	TSN17_HUMAN	
TNFRSF10B	O14763	8795;	Homo sapiens (Human)	TR10B_HUMAN	Q12797-6; P15941-11; P50591; Q96MV8
ATP6V1F	Q16864	9296;	Homo sapiens (Human)	VATF_HUMAN	Q9Y5K8
PLP2	Q04941	5355;	Homo sapiens (Human)	PLP2_HUMAN	Q92482; O94778; P53365; P07307-3; P18859; Q13323; Q12983; P32246; P19397; P11912; Q9HA82; Q9H5X1; O00501; Q7Z7G2; Q9BUF7-2; Q96BA8; P49447; Q9BQA9; Q53TN4; Q6PI48; Q96KC8; Q15125; Q9NYP7; P54852; P22794; Q5JX71; Q96KR6; Q969F0; Q8TBE3; Q8TDV0; Q8TED1; C9JCN9; Q8NBQ5; Q7Z5P4; Q8N6L0; Q86WI0; Q8TAF8; Q9HCJ2; O14880; Q9ULP0-2; Q9H813; Q13113; P57054; O14684; P15151; Q9H6H4; Q86VR2; Q99942; Q9NR31; Q9NY72; O95470; Q15849; P54219-3; Q96QE2; Q9NQQ7-3; Q9NZD8; P16150; Q8WY91; Q96DZ7; Q9NUH8; Q9NW97; Q9BSE2; O15393-2; Q9Y320
ATG2A	Q2TAZ0	23130;	Homo sapiens (Human)	ATG2A_HUMAN	Q7Z3C6; O95166; Q9H0R8; P60520; Q9GZQ8; Q6FHY5; O96008; Q9Y484
SSH2	Q76I76	85464;	Homo sapiens (Human)	SSH2_HUMAN	
SEC11C	Q9BY50	90701;	Homo sapiens (Human)	SC11C_HUMAN	Q8WVV5; P06681; Q8N126; P09601; Q9GZY8-5; Q8IY26; O95084; Q5QGT7; O00767; Q8WWX9; Q9Y6X1; P61009; Q86Y82; Q5BJH2-2; Q9BU79; Q8TBM7; Q69YG0; Q9NSU2-1; A0AVG3; Q9Y385; P23763-3; O75379; O95183; Q9P0L0
HECTD3	Q5T447	79654;	Homo sapiens (Human)	HECD3_HUMAN	O60437; P22607; Q14957; P06396; Q9UMX0; Q9Y649
MFSD12	Q6NUT3	126321;	Homo sapiens (Human)	MFS12_HUMAN	P11912; Q8WWF3; Q9NUH8
PIGV	Q9NUD9	55650;	Homo sapiens (Human)	PIGV_HUMAN	P45973; P50454; P37173
AATF	Q9NY61	26574;	Homo sapiens (Human)	AATF_HUMAN	P05067; Q13315; O96017; Q92830; Q8NEH6; Q8NEJ9; P27986-2; P63000; Q04206; P08047; O75478; Q86TJ2; O75528; Q6ZWQ9
ANP32A	P39687	8125;	Homo sapiens (Human)	AN32A_HUMAN	P54253; O15169; Q66K89; P67775; P63331
CCDC47	Q96A33	57003;	Homo sapiens (Human)	CCD47_HUMAN	Q92985; Q92993; Q8TAP4-4; P17252; Q15047-2; Q86WV6; P58753; Q9Y284; P61981; Q99J34; Q6PDS3
SLC29A2	Q14542	3177;	Homo sapiens (Human)	S29A2_HUMAN	
ELOVL6	Q9H5J4	79071;	Homo sapiens (Human)	ELOV6_HUMAN	P09601; Q13094; Q5QGT7
IVL	P07476	3713;	Homo sapiens (Human)	INVO_HUMAN	Q96AP0
NT5C	Q8TCD5	30833;	Homo sapiens (Human)	NT5C_HUMAN	Q8TCD5
FUT1	P19526	2523;	Homo sapiens (Human)	FUT1_HUMAN	
ISCA2	Q86U28	122961;	Homo sapiens (Human)	ISCA2_HUMAN	Q49AR9; P28329-3; G5E9A7; P60228; Q9H5Z6-2; P22607; P55040; P28799; P06396; Q96NT3-2; Q5T440; Q9BUE6; Q86U28; O60333-2; Q96HA8; D3DTS7; Q9H4P4; Q7Z699; P51687; P02766; O76024
MTO1	Q9Y2Z2	25821;	Homo sapiens (Human)	MTO1_HUMAN	
DCLRE1A	Q6PJP8	9937;	Homo sapiens (Human)	DCR1A_HUMAN	
PHF21B	Q96EK2	112885;	Homo sapiens (Human)	PF21B_HUMAN	Q8N9N5-2; Q9P2K3-2
SDF4	Q9BRK5	51150;	Homo sapiens (Human)	CAB45_HUMAN	P55212; P13473-2; O75400-2; Q9Y371
ONECUT3	O60422	390874;	Homo sapiens (Human)	ONEC3_HUMAN	Q99828; O43639; Q9H0C1
DMAP1	Q9NPF5	55929;	Homo sapiens (Human)	DMAP1_HUMAN	P53365; Q13515; Q8TAB5; Q8TD31-3; Q96GN5; Q9UER7; Q8IYI6; O95995; Q9BRT9; O75031; O95678; P20700; Q6UWE0; Q9NYP9; Q9UBU8-2; Q9ULW6; O60925; Q4G0R1; P0C264; P51687; Q8N8B7-2; Q9BT92; Q86UE8; P19474; Q3SY00; P40222; Q8N3L3
PLS3	P13797	5358;	Homo sapiens (Human)	PLST_HUMAN	
IFIT1	P09914	3434;	Homo sapiens (Human)	IFIT1_HUMAN	P09913; O14879; Q86WV6; P06789
MPHOSPH8	Q99549	54737;	Homo sapiens (Human)	MPP8_HUMAN	Q9H9B1; P68431; Q15047; Q9UK61
FN3KRP	Q9HA64	79672;	Homo sapiens (Human)	KT3K_HUMAN	
CABLES2	Q9BTV7	81928;	Homo sapiens (Human)	CABL2_HUMAN	
ST8SIA3	O43173	51046;	Homo sapiens (Human)	SIA8C_HUMAN	O43173
FPR1	P21462	2357;	Homo sapiens (Human)	FPR1_HUMAN	P25098; O15264
NECAB1	Q8N987	64168;	Homo sapiens (Human)	NECA1_HUMAN	Q9BXS5; O00244; Q7RTU4; P55201-2; Q16543; Q96A23-2; Q9UBL6-2; Q86YQ8; Q9NRI5-2; Q8TBB1; Q9UBU8-2; Q8N987; Q7Z6G3-2; Q3KNR5; Q9Y5W9; Q15560; Q8N8B7-2; Q6ZN96
ZNF418	Q8TF45	147686;	Homo sapiens (Human)	ZN418_HUMAN	P60371; P60409
IGF2R	P11717	3482;	Homo sapiens (Human)	MPRI_HUMAN	Q9UJY5; Q9NZ52; P01344; P01344-1; P11717; Q6VY07
TAF9B	Q9HBM6	51616;	Homo sapiens (Human)	TAF9B_HUMAN	Q14919; Q9Y6J9; P04637
HPS3	Q969F9	84343;	Homo sapiens (Human)	HPS3_HUMAN	A0A0H3NFP4
RRP36	Q96EU6	88745;	Homo sapiens (Human)	RRP36_HUMAN	
YTHDC1	Q96MU7	91746;	Homo sapiens (Human)	YTDC1_HUMAN	O15084; P49760; Q92997; P61978; P61978-2; Q5VWX1; O75525; P60371; Q5T6S3; Q9NRD5; P0DJD3-2; Q15415; Q15287; Q9H190; Q96SB4; P78362; P62995
RNF6	Q9Y252	6049;	Homo sapiens (Human)	RNF6_HUMAN	P10275
CEP76	Q8TAP6	79959;	Homo sapiens (Human)	CEP76_HUMAN	O43687-2; P31749; A1A5B0; Q9UBL3; A0A0S2Z5G4; B4DE54; Q8N9N5; Q8N9N5-2; Q8N9N5-7; Q6P5X5; Q9NP86; P54284; A0A0S2Z3E6; Q969G5; Q53HC0; Q07002; Q92674; Q86X95; P53673; Q9HCP0; Q9NTM9; Q2TBE0; P26196; O75398; Q08495; Q92997; Q8IYY4; Q96JC9; Q8N9N8; P19447; Q86YD7; Q0VDC6; Q9NXN4; Q9H8Y8; Q03933; Q9UBY9; A1L0T0; Q8NA54; Q92993; O60341; Q6B0I6; Q9BVV6; Q96AT1; Q8TBB5; Q969R5; Q6PJG3; Q8TAP4-4; Q8TBB1; O95983; O95983-2; P55081; Q8IVT2; Q9NP98; Q9HC98-4; Q13952-2; Q8NBF2; Q8NBF2-2; A0A0S2Z4M0; P07237; Q9BYG5; Q9HBE1-4; P09619; Q9NUG6; Q17RL8; Q13526; Q13835-2; O60733; Q9NQ66; Q96HA1; Q96HA1-2; P62937-2; Q96JH8; Q5JS13-3; Q96IZ5; P57055; Q8TEB7; P32969; Q9Y467; Q9BWG6; Q15047-2; Q9H788; Q9H0W8; Q9NZD8; P51687; Q15560; Q8N8B7-2; Q9Y242; Q7Z6R9; P10827; Q14106; Q9Y5U2; A0A0B4J1Y2; Q6ZVT0-3; Q9NNX1; O14530; Q14119; Q8IZQ1-2; P61981; P25490; O43167; Q9P1Z0; Q96NC0; O15231; Q96CK0; P36508; Q03923-3
SLC36A1	Q7Z2H8	206358;	Homo sapiens (Human)	S36A1_HUMAN	P05067; A5PKU2
WTAP	Q15007	9589;	Homo sapiens (Human)	FL2D_HUMAN	Q6UXT9; Q13895; Q13422; Q13422-7; P43364; P25786; Q9GZT3; Q99081-3; Q15025; Q8N1B4; P19544-6; Q15007; Q16600; Q7Z3I7; Q9HCE5; P54252; P07339; O43464; P42858; O60333-2; P41219; P60891; O76024
SLC25A24	Q6NUK1	29957;	Homo sapiens (Human)	SCMC1_HUMAN	
TRABD	Q9H4I3	80305;	Homo sapiens (Human)	TRABD_HUMAN	
FURIN	P09958	5045;	Homo sapiens (Human)	FURIN_HUMAN	P05067; P50281; Q9H239; O14793; K9N5Q8; P0DTC2; Q91QT1
LDLRAP1	Q5SW96	26119;	Homo sapiens (Human)	ARH_HUMAN	Q10567-3; P63010; P63010-2; Q6ZVH7; Q14192; P31273; P13378; P43358; Q9UPT6; A8MTQ0; Q02548; Q8NDX1-2; Q9H668
TYRP1	P17643	7306;	Homo sapiens (Human)	TYRP1_HUMAN	O14908; Q96IW7
SEL1L	Q9UBV2	6400;	Homo sapiens (Human)	SE1L1_HUMAN	P00533; O75460-1; Q8IWF2; Q16288; Q13438; Q86TM6
MUTYH	Q9UIF7	4595;	Homo sapiens (Human)	MUTYH_HUMAN	Q6RW13
RGS4	P49798	5999;	Homo sapiens (Human)	RGS4_HUMAN	
TMEM134	Q9H6X4	80194;	Homo sapiens (Human)	TM134_HUMAN	
PCDHB2	Q9Y5E7	56133;	Homo sapiens (Human)	PCDB2_HUMAN	
IL18	Q14116	3606;	Homo sapiens (Human)	IL18_HUMAN	Q15847; Q13478; Q9IW12
TIAL1	Q01085	7073;	Homo sapiens (Human)	TIAR_HUMAN	Q9HCE1; Q9ULX6; P19801; Q9NP55; Q5SWW7; Q9UQM7; Q9BZC1-2; Q15038; Q92567-2; A1KXE4-2; Q96AE4-2; Q7Z429; Q0VD86; Q13351; Q8IUC2; Q9Y5V3; Q8NDC0; Q5VZF2-2; Q9NZ81; P86480; Q96PU8; Q6ZRY4; Q53HV7-2; P09012; A5D8V6
A2ML1	A8K2U0	144568;	Homo sapiens (Human)	A2ML1_HUMAN	
PSME2	Q9UL46	5721;	Homo sapiens (Human)	PSME2_HUMAN	Q9BVJ7; Q8TBB1; Q06323; Q9UL46; O00560; Q9BZL1
HOXA4	Q00056	3201;	Homo sapiens (Human)	HXA4_HUMAN	
CCT2	P78371	10576;	Homo sapiens (Human)	TCPB_HUMAN	Q8IWZ6; A0A024R9H7; P50991; Q99832; P42858; C9J082; O14744; Q8TAS3; Q9UMY4; P17987; O43493-5; Q8N0U8; O76024; O60232
LPCAT1	Q8NF37	79888;	Homo sapiens (Human)	PCAT1_HUMAN	
POLR3D	P05423	661;	Homo sapiens (Human)	RPC4_HUMAN	
POMGNT1	Q8WZA1	55624;	Homo sapiens (Human)	PMGT1_HUMAN	P04233-2; Q8N5K1; Q5JRM2; Q9Y282; Q8TBB1; Q9H5K3; Q9Y2B1; Q96Q45-2
TAB1	Q15750	10454;	Homo sapiens (Human)	TAB1_HUMAN	P00533; P47929; O43318; O43318-2; O15294; Q9NYJ8; P98170; PRO_0000449623 [P0DTD1]
FZD4	Q9ULV1	8322;	Homo sapiens (Human)	FZD4_HUMAN	P01023; G5E9A7; P50570-2; P42858; Q00604; Q7Z699; G3GTH2
PEAK1	Q9H792	79834;	Homo sapiens (Human)	PEAK1_HUMAN	P56945
RRAS	P10301	6237;	Homo sapiens (Human)	RRAS_HUMAN	P16333; P52306-5
SLC4A10	Q6U841	57282;	Homo sapiens (Human)	S4A10_HUMAN	
EZH2	Q15910	2146;	Homo sapiens (Human)	EZH2_HUMAN	Q8IXJ9; P46100; Q96MT8; P26358; Q9Y6K1; Q9UBC3; O75530; Q92833-1; O43189; Q15156; P10276; P40763; O43463; Q15022; Q9CWR8; P07550; P28329-3; O75530-2; P22607; P60411; Q7Z699
PTEN	P60484	5728;	Homo sapiens (Human)	PTEN_HUMAN	P35226; P30260; Q9P0U4; Q16643; P42685; O60307; Q9Y6Q9; P46934; O14745; Q15599; P09619; Q9NRD5; P62136; Q06830; P60484; O43791; Q62696; O88382; Q9JK71; Q9R1L5; Q60592; Q9JHL1; Q19T08; Q5T2D3; P60484-1; Q93009
TRIP11	Q15643	9321;	Homo sapiens (Human)	TRIPB_HUMAN	
DHX8	Q14562	1659;	Homo sapiens (Human)	DHX8_HUMAN	Q8IWX8; Q14562; Q9ULR0; Q8N5F7; Q96SB4
PCDH9	Q9HC56	5101;	Homo sapiens (Human)	PCDH9_HUMAN	
NUP188	Q5SRE5	23511;	Homo sapiens (Human)	NU188_HUMAN	
CSRP1	P21291	1465;	Homo sapiens (Human)	CSRP1_HUMAN	Q16790; Q9H902
ANKRD13B	Q86YJ7	124930;	Homo sapiens (Human)	AN13B_HUMAN	
LMBRD1	Q9NUN5	55788;	Homo sapiens (Human)	LMBD1_HUMAN	O14678; Q8WWU5-7
FAM114A1	Q8IWE2	92689;	Homo sapiens (Human)	NXP20_HUMAN	Q6RW13; Q96DZ9; Q96DZ9-2; Q8TB36; P61019; Q8WUD1; Q9NZD8; Q9UBN6
DERA	Q9Y315	51071;	Homo sapiens (Human)	DEOC_HUMAN	Q8IZ83; Q03933
GAB2	Q9UQC2	9846;	Homo sapiens (Human)	GAB2_HUMAN	P11117; P00533; O75791; P62993; A0A024R8L2; P42858; Q06124; Q8WZ73-3; P08865; P31946; P62993-1
USP34	Q70CQ2	9736;	Homo sapiens (Human)	UBP34_HUMAN	
B4GALNT4	Q76KP1	338707;	Homo sapiens (Human)	B4GN4_HUMAN	
SUDS3	Q9H7L9	64426;	Homo sapiens (Human)	SDS3_HUMAN	Q9HCU9; Q08379; P51610; O95751
C1D	Q13901	10438;	Homo sapiens (Human)	C1D_HUMAN	P55212; Q01780; O15499; O00291; P42858; Q5VWK5; P13473-2; P62826; Q9Y371; P51687; O76024; Q8N5A5-2
FAM83H	Q6ZRV2	286077;	Homo sapiens (Human)	FA83H_HUMAN	P48729
ZNF250	P15622	58500;	Homo sapiens (Human)	ZN250_HUMAN	Q9ULJ7-2; Q9NRW3; Q9BWT7; Q9H257; Q9H257-2; Q8NA61-2; Q68D86; Q86Z20; Q96JN2-2; Q16204; Q96GN5; Q01850; Q86X02; Q96MT8-3; Q9H069; Q86V42; Q3B820; Q9BRP7; Q5TD97; Q53SE7; O95995; O75496; Q3T906; Q08379; A6NEM1; O75791; Q4V328; Q96NT3-2; Q6NT76; Q96ED9-2; O75031; Q8N6L0; Q9BVG8-5; Q15323; Q6A162; P60409; P60410; O95751; P25791-3; Q9Y250; Q9BRK4; Q96A72; Q6FHY5; Q9UJV3-2; Q5JR59; P13349; Q9GZM8; Q0ZGT2-4; Q9UBU9; Q4G0R1; Q9NRD5; Q9H8W4; Q9GZV8; Q8WWY3; Q92622; Q59EK9-3; Q69YQ0; Q7Z698; Q9Y2D8; Q16623; Q8N205; P04155; Q13470-2; Q63HR2; O95985; Q12933; P36406; P14373; Q8WV44; Q9BYV2; P13994; O43298; Q15916; Q96BR9; Q9NQZ6; Q8WW36; Q8N3Z6; Q6P2D0; P49910; Q9Y473; O95125; P15622-3; Q9Y3S2; Q14585; Q14592; Q8WTR7; Q8IVP9; Q68EA5; Q7Z3I7; Q9UID6; Q5T619; Q96K58-2; Q9H5H4; Q3KQV3; Q96EG3; Q9UGI0
TICRR	Q7Z2Z1	90381;	Homo sapiens (Human)	TICRR_HUMAN	
OSBPL6	Q9BZF3	114880;	Homo sapiens (Human)	OSBL6_HUMAN	Q9Q2G4; O14901
FCGRT	P55899	2217;	Homo sapiens (Human)	FCGRN_HUMAN	Q8N6F1-2; Q92520; Q9NZG7; Q01453; O00526
TMX3	Q96JJ7	54495;	Homo sapiens (Human)	TMX3_HUMAN	Q13643; P27797; P36957; Q8TDX7; P16284
FAM177A1	Q8N128	283635;	Homo sapiens (Human)	F177A_HUMAN	Q13520; P55212; Q9P2X0-2; Q9GZR5; Q969F0; Q8N5M9; P13473-2; Q96AL5; O95470; Q9Y371; Q9Y320
CYP1A1	P04798	1543;	Homo sapiens (Human)	CP1A1_HUMAN	Q96DZ9; Q96DZ9-2
IFT57	Q9NWB7	55081;	Homo sapiens (Human)	IFT57_HUMAN	Q6QNY1; O00471; P42858; Q8IY31-3; Q8WVK7; Q8IY57-5; Q8IUH5
TBC1D25	Q3MII6	4943;	Homo sapiens (Human)	TBC25_HUMAN	Q8IZU0; Q9H0R8; P60520; Q9NZI2-2; Q659C4-6; Q8TCE9; Q8IXW0; Q9BXW4; P61019; Q9BVN2; Q8N7C3
TTC14	Q96N46	151613;	Homo sapiens (Human)	TTC14_HUMAN	
RASGRF2	O14827	5924;	Homo sapiens (Human)	RGRF2_HUMAN	
ERICH1	Q86X53	157697;	Homo sapiens (Human)	ERIC1_HUMAN	Q9BT17
CNST	Q6PJW8	163882;	Homo sapiens (Human)	CNST_HUMAN	Q9NUX5; P62136; Q9HAT0; P46379-2; P55212; O75190-2; P28799; P30519; P04792; Q9UMF0; O60333-2; O14901; P13473-2; P62826; Q9Y3C5; P02766; O76024
PRKCA	P17252	5578;	Homo sapiens (Human)	KPCA_HUMAN	Q15027; Q06481-5; Q66PJ3-4; Q13072; Q8N9N5-2; Q96A33; Q96LY2-2; P15169; P43234; O95424; O43598; P21728; P00533; P60228; Q96J88-3; Q8IVH2-2; Q96NE9-2; O14926; Q06547-3; P19440-3; Q9UJ42; P62805; Q9UBN7; P52597; Q92826; Q02363; Q96FT9-2; P17936; P26951; Q9BYR8; Q9Y234; P51884; Q9H213; P80192; Q15759; A0JLT2-2; Q8N983-3; P49821; Q2M1J6; Q9BRX2; Q9Y6X2; P11309-2; Q6P1J6-2; Q9UNA4; Q02156; P07225; Q3YEC7-3; O94844; Q9NWS8-3; Q9ULK6-3; P18077; P31431; Q99643; Q14141; Q01105-2; P37840; Q9Y5X0; P56693; Q9BRW5; O43761; P15884; Q3YBM2; Q9H8H3; P0CG48; P13051-2; Q8NB14; O95498; Q9NZC7-5; Q9BQ24; Q05CR2; Q8N0Y2-2; O15535; Q24008
ZNF813	Q6ZN06	126017;	Homo sapiens (Human)	ZN813_HUMAN	
TRIM5	Q9C035	85363;	Homo sapiens (Human)	TRIM5_HUMAN	O95863; Q13049; Q9C035; Q2Y080; Q08426; P13473-2; Q5T2T1; Q8N3F0; Q96HA8; O43765; Q9Y371; Q3SY00; P57075-2; P61086; P07947
WDR55	Q9H6Y2	54853;	Homo sapiens (Human)	WDR55_HUMAN	
ADH7	P40394	131;	Homo sapiens (Human)	ADH7_HUMAN	
CRIPT	Q9P021	9419;	Homo sapiens (Human)	CRIPT_HUMAN	P78352; O76024; Q62936; P31016
MAD2L1BP	Q15013	9587;	Homo sapiens (Human)	MD2BP_HUMAN	Q8TC99; Q8IX15-3; Q9BT40; Q13257; Q13287; Q562F6; Q15645; O43829; O95125
TMEM184C	Q9NVA4	55751;	Homo sapiens (Human)	T184C_HUMAN	
PROX1	Q92786	5629;	Homo sapiens (Human)	PROX1_HUMAN	P56545; P20823; P41235; O00482-2
ZNF234	Q14588	10780;	Homo sapiens (Human)	ZN234_HUMAN	
RIPK2	O43353	8767;	Homo sapiens (Human)	RIPK2_HUMAN	Q13490; Q13489; Q9BX69; Q7Z434; Q9HC29; O43353; Q12933; Q13114; P98170
TMED3	Q9Y3Q3	23423;	Homo sapiens (Human)	TMED3_HUMAN	
DMKN	Q6E0U4	93099;	Homo sapiens (Human)	DMKN_HUMAN	P46379-2; Q05329; P11021; O43765; Q96EQ0; Q9UMX0; Q9UHD9
RIF1	Q5UIP0	55183;	Homo sapiens (Human)	RIF1_HUMAN	P62136
ZNF639	Q9UID6	51193;	Homo sapiens (Human)	ZN639_HUMAN	P26232; P26378-2; Q96EZ8; Q00013; Q96T60; Q99633; Q8N680; O43167; P15622-3; Q3KQV3; Q96EG3
ARSB	P15848	411;	Homo sapiens (Human)	ARSB_HUMAN	
CBR1	P16152	873;	Homo sapiens (Human)	CBR1_HUMAN	
RBBP9	O75884	10741;	Homo sapiens (Human)	RBBP9_HUMAN	O95199; Q9NYB0
AP4M1	O00189	9179;	Homo sapiens (Human)	AP4M1_HUMAN	P49354; Q9UJC3; Q96N21; Q96K76; Q96K76-3
RAPH1	Q70E73	65059;	Homo sapiens (Human)	RAPH1_HUMAN	P00533; Q99962; Q99963; O35964
BTBD9	Q96Q07	114781;	Homo sapiens (Human)	BTBD9_HUMAN	P55212; P13473-2; P62826
RAD18	Q9NS91	56852;	Homo sapiens (Human)	RAD18_HUMAN	Q96B67; P54253; Q15038; Q08379; Q14527; P43358; Q13416; O14737; Q13148; Q86VP1; P49459; P63146
PRKCE	Q02156	5581;	Homo sapiens (Human)	KPCE_HUMAN	P05067; P15056; P08238; C6GKH1; Q9BPZ7; P17252; Q15349; P37840; P63104
ACACB	O00763	32;	Homo sapiens (Human)	ACACB_HUMAN	O00763; P50747; Q9CQ20
C5orf34	Q96MH7	375444;	Homo sapiens (Human)	CE034_HUMAN	
ZBED5	Q49AG3	58486;	Homo sapiens (Human)	ZBED5_HUMAN	
INSL4	Q14641	3641;	Homo sapiens (Human)	INSL4_HUMAN	
POLR3K	Q9Y2Y1	51728;	Homo sapiens (Human)	RPC10_HUMAN	Q6IPU0; O00560; Q86WT6-2
GNA11	P29992	2767;	Homo sapiens (Human)	GNA11_HUMAN	
ABCG2	Q9UNQ0	9429;	Homo sapiens (Human)	ABCG2_HUMAN	Q9UNQ0; P22413; P11309-2; P0CG48; Q9UNQ0-1
TAF11	Q15544	6882;	Homo sapiens (Human)	TAF11_HUMAN	Q92624; Q15543
DOCK2	Q92608	1794;	Homo sapiens (Human)	DOCK2_HUMAN	Q13137; Q9BWT7; O95273; A8MQ03; A6NEM1; P61978; P61978-2; P49639; Q5VWX1; O75525; Q15323; O76011; Q6A162; Q07627; Q8IUG1; P60409; P60410; P60411; P60328; Q9BYP8; Q9BYR8; Q9BYR6; Q9BYR5; Q6L8G8; P26371; Q9BYQ4; Q9BYQ3; Q9BYQ2; Q99750; Q5JR59; Q5JR59-3; Q7Z3S9; P0DPK4; Q92824-2; Q9H8W4; O15162; P63000; Q6N022; P22735; P36406; Q99732; P10636; P10636-6; Q9P1N4
